sentence,paperID,date,journal,affiliation,question,
"Efficacy was consistent across age, race, ethnicity, and sex.456 Vaccine-induced antibodies persisted for at least 119 days.",d81080593e2d3f293c5260cbb01e1fef013a2d90,12/3/20,N Engl J Med,,9. Vaccines – Are there effective vaccines?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",1b730f6db958ac7982c6e7d6e502d1025f6e44fd,7/1/20,,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",d6384b707784f8816e935506b52ebf3ee4ae3eb6,3/6/20,medRxiv,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",d810f78f8850d9386abc6fdd8d652f2f85191753,3/6/20,medRxiv,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",ab20409eb10b0240d59dcd0cd406e7d8b26dd153,5/4/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",082deeda7750a3e47a87a0bd8dd9e60b0b3452d4,5/4/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",52194e8281940254cc935191779fbd75c31b2875,5/4/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",ab20409eb10b0240d59dcd0cd406e7d8b26dd153,5/4/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",082deeda7750a3e47a87a0bd8dd9e60b0b3452d4,5/4/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",52194e8281940254cc935191779fbd75c31b2875,5/4/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",6bfc6d1de619dc0972ea89b9a017425a5b6cb300,4/4/20,,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",7516ac727b199d21d24e704af837421c1ab5e8cc,4/8/20,Science,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",1a854bfceb615249fd9c75f3f4491b0554e59c16,4/8/20,Science,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",39e9669dcd846566d102bb4c8525a3cbdaa873de,4/8/20,Science,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",f57715443bc7a6c8455d3c80b8434cd94f501ff0,5/12/20,Proc Natl Acad Sci U S A,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",7ef304c237f75e352d9ccb66e40ab80e47b1e857,5/12/20,Proc Natl Acad Sci U S A,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Social distancing and other policies quickly reduced spread throughout China, Europe, and the US.",50d1eae25b5b226bcbc9418fc06706679df16044,5/23/20,,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"In China, modeling suggests that a one-day delay in implementing control measures increased the time needed to curtail an outbreak by 2.4 days.",98fbe026bf80df88cc109bfa68a4019709ce9c45,9/4/20,Emerg Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"In China, modeling suggests that a one-day delay in implementing control measures increased the time needed to curtail an outbreak by 2.4 days.",b4b761698b294c3526e9fa99b61be1d8838da8d6,9/4/20,Emerg Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"In the US, each day of delay in emergency declarations and school closures was associated with a 5-6% increase in mortality.",8f3bf639e1c8e6b08890ed3d01ce091c06428eba,7/8/20,Clin Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Reductions in transmission are generally visible 6-9 days after the implementation of NPIs, and increased transmission is generally visible 14-20 days after NPIs are lifted.",55a8f3bec277589e065a99da7b60d2cae534de6a,10/22/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
US counties with mask mandates have lower case growth rates than neighboring counties lacking mask mandates.,5b52715a26a76058b2c0016981d6012d06190b38,10/30/20,,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Modeling suggests that widespread use of facemasks is effective at reducing transmission even when individual mask efficiency is low, though their benefits are maximized when most of the population wears masks.",551e4b2872e4dc170676066fe6e064352805cbe4,4/18/20,,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"Modeling suggests that widespread use of facemasks is effective at reducing transmission even when individual mask efficiency is low, though their benefits are maximized when most of the population wears masks.",83ec7b07583e27223ea64281d43e7427417af671,4/11/20,,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Adherence to social distancing policies depends on income.,075fae81d85e020ade7e5e516eea50536d0b5154,8/18/20,Proc Natl Acad Sci U S A,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Telework policies may reduce new cases.,79463ea722b89aaf004b0db91f8337a32b4d6e8d,11/6/20,MMWR Morb Mortal Wkly Rep,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility and physical contact rates decline after public health control measures are implemented.,79463ea722b89aaf004b0db91f8337a32b4d6e8d,11/6/20,MMWR Morb Mortal Wkly Rep,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility and physical contact rates decline after public health control measures are implemented.,79463ea722b89aaf004b0db91f8337a32b4d6e8d,11/6/20,MMWR Morb Mortal Wkly Rep,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility and physical contact rates decline after public health control measures are implemented.,1129836976f621986f7c7d14a25a5b06687d29d4,5/7/20,BMC Med,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility and physical contact rates decline after public health control measures are implemented.,188e368c531cafb73a066f52db629d62c23e6088,5/7/20,BMC Med,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility reductions in the US have been associated with significant reductions in COVID-19 case growth.,2e2f280329c52e4926048567d3c9e3d28d3c5f7f,7/1/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility reductions in the US have been associated with significant reductions in COVID-19 case growth.,159ad5028dc29639dfae7b789ab3c0ea9e80d52a,7/1/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
Mobility reductions in the US have been associated with significant reductions in COVID-19 case growth.,f28ad16085118ebb4aecdfdf2e3c65255bcd1860,8/22/20,Rev Econ Househ,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"A combination of school closures, work restrictions, and other measures are likely required to effectively limit transmission.",905bb85acd6a686ce67c00eaa8b4f8ef783cae85,3/23/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"A combination of school closures, work restrictions, and other measures are likely required to effectively limit transmission.",345969d051af6c2fd33c3a28d1ad163dcd3b0ee1,3/23/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"School closures alone appear insufficient, though likely reduced mortality in the UK and the US.",905bb85acd6a686ce67c00eaa8b4f8ef783cae85,3/23/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"School closures alone appear insufficient, though likely reduced mortality in the UK and the US.",345969d051af6c2fd33c3a28d1ad163dcd3b0ee1,3/23/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"School closures alone appear insufficient, though likely reduced mortality in the UK and the US.",905bb85acd6a686ce67c00eaa8b4f8ef783cae85,3/23/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
"School closures alone appear insufficient, though likely reduced mortality in the UK and the US.",345969d051af6c2fd33c3a28d1ad163dcd3b0ee1,3/23/20,Lancet Infect Dis,,10. Non-pharmaceutical Interventions (NPIs) – Are public health control measures effective at reducing spread?,
