ground_truth	matched_claim
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"20 Based on the above findings that showed the presence of SARS-CoV-2 RNA in multiple clinical samples, the possibility of numerous routes transmission can not be ignored"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"Actually, SARS-CoV-2 RNA was detected in clinical samples by pooling of 10 and 20 individual samples in one batch (Fig"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	We apply our method to the rapid detection of SARS-CoV-2 RNA in clinical samples
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	" To evaluate the stability of the SARS-CoV-2 RNA for diagnostics assessed by RT-PCR paired identical swab specimens of 15 positively-tested SARS-CoV-2 patients were stored in viral transport medium (HBSS VTM, self-made) and saline (0.9% NaCl) over 28 days at different temperatures (4, 21 and 28 °C)"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"Next, we analyzed a 118 panel of clinical samples previously submitted for routine SARS-CoV-2 diagnostics (n=16) for which the 119 presence of various amounts of SARS-CoV-2 RNA had been confirmed using our in-house PCR"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"Finally, SARS-CoV-2 RNA in saliva samples was shown to be stable, with no changes in viral loads over 24 hours at both room temperature and 4ºC"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"SARS-CoV-2 RNA was consistently detected in all transport media, specimen types, and storage conditions tested; mean C T values obtained for SARS-CoV-2 for the various study-defined transport media and storage temperatures are shown in Tables 1 to 3 "
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"Anyway, all clinical samples testing positive for SARS-CoV-2 RNA should be assessed for live virus isolation, which is basilar to understand infectivity [8] but that was not performed in the present study"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"As the pandemic also affects countries with limited infrastructural facilities and as there is only limited knowledge on the stability of SARS-CoV-2, the primary aim of the present study was to evaluate the stability and detectability of SARS-CoV-2 RNA in clinical samples stored in HBSS VTM (prepared according to CDC) (6) and in 0.9% NaCl at three different temperatures and compare those to commercially available universal transport media (UTM)"
Stability of SARS-CoV-2 RNA in clinical samples depends on temperature and transport medium.	"We found stable detection of SARS-CoV-2 RNA in saliva samples at a range of temperatures and for prolonged periods, supporting the potential for inexpensive and simple saliva collection"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	"While it is recommended to store specimens for RNA testing at −80°C right after sample collection 47 , the targeted protein is stable in saline solution at room temperature for up to 30 days and therefore samples can be collected even in situations where their storing at −70°C is not an option, like in remote areas"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	"Viral transport medium from positive swabs (stored at 4°C) was collected for samples run on the Roche Cobas and Hologic Panther Fusion systems and in all other cases excess RNA was collected (stored at 4°C and collected within four days for samples tested by the AusDiagnostics assay, all other RNA samples were initially frozen and thawed for collection)"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	The viral RNA has been shown to be quite stable in saliva and can be accepted for testing after transportation and storage within 24h and even up to 7 days [ 16 ]
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	"Using SARS-CoV-2 positively tested clinical specimens, we demonstrated the remarkable stability of the viral RNA upon long-time storage (up to 28 days) at high temperatures (21 and 28 °C), independent of the transport medium (Figure 1 and Supplementary Figure S1 )"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	"Stability using various viral transport media performed with in-house laboratorydeveloped tests for influenza and rubeola viruses (both enveloped RNA viruses) are also consistent with viral RNA detection at 18 to 26°C after 7 days, 2 to 8°C after 14 days, and Ϫ10 to -30°C after 30 days (data not shown)"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	SARS-CoV-2 vRNA 199 and pRNA concentrations were relatively stable for 7 (S1) and 12 (S2) days respectively at +4°C while 200 they were slighly less stable when stored at +20°C
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	This is clearly shown by the performance of the 'in house' medium (VTM-1) where there is little evidence of deterioration of the RNA samples after holding at room temperature for 2 days and no significant deterioration of virus when held at 4 o C for more than 6 weeks
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	"In this study, we showed that total viral 274 RNA (vRNA) concentration in raw wastewater was stable for at least 7 days provided that the samples 275 were stored at +4°C until analysis, which is in agreement with previous work(Bivins et al., 2020)"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	"132 Detection of viral RNA by RT-PCR provides rapid results, with sensitivity rates greater than 80% at days 9 to 12 of the illness, but less than 50% at earlier or later time points"
RNA in clinical samples collected in viral transport medium is stable at 18-25°C or 2-8°C for up to 21 days without impacting real-time RT-PCR results.	RNA was isolated anew from stored clinical samples (naso-and/or oropharyngeal swabs in 93 GLY-medium) using the MagNA Pure 96 DNA and Viral NA Small Volume Kit (Roche) and was assessed 94 with a single replicate to obtain a first indication of clinical specificity and sensitivity
"RNA in clinical samples is also stable at 4°C for up for 4 weeks with regard to quantitative RT-PCR testing (given that the sample contains 5,000 copies/mL)."	"While it is recommended to store specimens for RNA testing at −80°C right after sample collection 47 , the targeted protein is stable in saline solution at room temperature for up to 30 days and therefore samples can be collected even in situations where their storing at −70°C is not an option, like in remote areas"
"RNA in clinical samples is also stable at 4°C for up for 4 weeks with regard to quantitative RT-PCR testing (given that the sample contains 5,000 copies/mL)."	Samples were stored at 4°C for 3-15 weeks prior to RNA extraction to evaluate clinical concordance with new RT-qPCR reagents
"RNA in clinical samples is also stable at 4°C for up for 4 weeks with regard to quantitative RT-PCR testing (given that the sample contains 5,000 copies/mL)."	Samples were stored at 4°C for 3-15 weeks prior to RNA extraction to evaluate clinical concordance with new RT-qPCR reagents
